,Unnamed: 0,comments,commonName,county,date,day,decimalLatitude,decimalLongitude,disposal,family,freshMarineIntro,genus,group,huc8,huc8Name,key,locality,month,museumCatNumber,recordType,references,scientificName,species,speciesID,state,status,year,ARC_ID,Reach_FID,AC_FID,Mean_Temp,Mean_Flow,AVG_SLOPE
0,1517,,Common Carp,Calhoun,1963,0,39.085038,-90.683212,museum,Cyprinidae,Freshwater,Cyprinus,Fishes,7110004,The Sny,160376,"Mississippi River, Calhoun County",0,INHS 13966,Specimen,[],Cyprinus carpio,carpio,4,Illinois,established,1963,160376,8,,13.3031039089,933.735619695,0.640084
1,1562,,Common Carp,Sangamon,1966,0,39.735063,-89.573035,museum,Cyprinidae,Freshwater,Cyprinus,Fishes,7130007,South Fork Sangamon,160457,Horse Creek,0,INHS 17210,Specimen,[],Cyprinus carpio,carpio,4,Illinois,established,1966,160457,9,,13.2835789564,564.188994251,0.701364
2,1585,,Common Carp,Logan,1963,0,40.112266,-89.378152,museum,Cyprinidae,Freshwater,Cyprinus,Fishes,7130009,Salt,160532,Deer Creek,0,INHS 18605,Specimen,[],Cyprinus carpio,carpio,4,Illinois,established,1963,160532,10,,13.655023237,268.665522943,1.274481
3,1644,,Common Carp,Whiteside,1965,0,41.750029,-90.009563,museum,Cyprinidae,Freshwater,Cyprinus,Fishes,7090005,Lower Rock,160852,Rock Creek,0,INHS 22815,Literature,"[{u'refType': u'Web Page', u'publisher': u'Illinois Natural History Survey.', u'publisherLocation': u'', u'title': u'Illinois Natural History Survey Fish Collection Database Search Results.', u'author': u'Illinois Natural History Survey.', u'key': 14023, u'year': 2004}]",Cyprinus carpio,carpio,4,Illinois,established,1965,160852,16,,13.3101241675,1074.5112677,1.219535
4,1669,,Common Carp,Rock Island,1965-6-12,12,41.516033,-90.508461,museum,Cyprinidae,Freshwater,Cyprinus,Fishes,7080101,Copperas-Duck,162972,"Rock River, Rock Island County",6,INHS 24663,Literature,"[{u'refType': u'Web Page', u'publisher': u'Illinois Natural History Survey.', u'publisherLocation': u'', u'title': u'Illinois Natural History Survey Fish Collection Database Search Results.', u'author': u'Illinois Natural History Survey.', u'key': 14023, u'year': 2004}]",Cyprinus carpio,carpio,4,Illinois,established,1965,162972,34,,12.8927419926,241.795681573,2.680085
5,1830,,Common Carp,Lee,1998,0,41.625388,-89.570246,museum,Cyprinidae,Freshwater,Cyprinus,Fishes,7090007,Green,164305,Green River,0,INHS 47888,Literature,"[{u'refType': u'Web Page', u'publisher': u'Illinois Natural History Survey.', u'publisherLocation': u'', u'title': u'Illinois Natural History Survey Fish Collection Database Search Results.', u'author': u'Illinois Natural History Survey.', u'key': 14023, u'year': 2004}]",Cyprinus carpio,carpio,4,Illinois,established,1998,164305,47,,13.617720295,212.366072235,2.950366
6,1831,,Common Carp,Whiteside,1997,0,41.783889,-89.752636,museum,Cyprinidae,Freshwater,Cyprinus,Fishes,7090005,Lower Rock,164306,Rock River,0,INHS 47933,Literature,"[{u'refType': u'Web Page', u'publisher': u'Illinois Natural History Survey.', u'publisherLocation': u'', u'title': u'Illinois Natural History Survey Fish Collection Database Search Results.', u'author': u'Illinois Natural History Survey.', u'key': 14023, u'year': 2004}]",Cyprinus carpio,carpio,4,Illinois,established,1997,164306,48,,13.6852074016,179.557514358,1.644871
7,1929,,Common Carp,Sullivan,1993-5-16,16,36.549949,-82.609806,,Cyprinidae,Freshwater,Cyprinus,Fishes,6010102,South Fork Holston,165654,South Fork Holston HUC-8,5,,Literature,"[{u'refType': u'Book', u'publisher': u'The University of Tennessee Press', u'publisherLocation': u'Knoxville, TN', u'title': u'The fishes of Tennessee.', u'author': u'Etnier, D.A., and W.C. Starnes.', u'key': 705, u'year': 1993}]",Cyprinus carpio,carpio,4,Tennessee,established,1993,165654,79,,13.0062501424,385.429112545,0.0
8,2011,,Common Carp,Maricopa,2001,0,33.553555,-111.54393,,Cyprinidae,Freshwater,Cyprinus,Fishes,15060106,Lower Salt,167627,Salt River below Saguaro Lake,0,,Literature,"[{u'refType': u'Other', u'publisher': u'DeLorme, Yarmouth, Maine.', u'publisherLocation': u'', u'title': u'Arizona Atlas and Gazetteer.', u'author': u'DeLorme.', u'key': 21031, u'year': 2001}]",Cyprinus carpio,carpio,4,Arizona,established,2001,167627,123,,13.9565692235,135.379390072,1.200822
9,2012,,Common Carp,Gila,2001,0,33.6511,-111.049,,Cyprinidae,Freshwater,Cyprinus,Fishes,15060103,Upper Salt,167628,Salt River (Cherry Creek to Roosevelt),0,,Literature,"[{u'refType': u'Other', u'publisher': u'DeLorme, Yarmouth, Maine.', u'publisherLocation': u'', u'title': u'Arizona Atlas and Gazetteer.', u'author': u'DeLorme.', u'key': 21031, u'year': 2001}]",Cyprinus carpio,carpio,4,Arizona,established,2001,167628,124,,13.9523090439,127.18083413,1.968238
10,2013,,Common Carp,Maricopa,2001,0,33.4144,-112.051,,Cyprinidae,Freshwater,Cyprinus,Fishes,15060106,Lower Salt,167629,Tempe Town Lake (Rio Salado),0,,Literature,"[{u'refType': u'Other', u'publisher': u'DeLorme, Yarmouth, Maine.', u'publisherLocation': u'', u'title': u'Arizona Atlas and Gazetteer.', u'author': u'DeLorme.', u'key': 21031, u'year': 2001}]",Cyprinus carpio,carpio,4,Arizona,established,2001,167629,125,,13.854315606,167.058660169,0.047966
11,2014,,Common Carp,Maricopa,2001,0,33.6717,-111.161,,Cyprinidae,Freshwater,Cyprinus,Fishes,15060103,Upper Salt,167630,Theodore Roosevelt Lake,0,,Literature,"[{u'refType': u'Other', u'publisher': u'DeLorme, Yarmouth, Maine.', u'publisherLocation': u'', u'title': u'Arizona Atlas and Gazetteer.', u'author': u'DeLorme.', u'key': 21031, u'year': 2001}]",Cyprinus carpio,carpio,4,Arizona,established,2001,167630,126,,13.3828368722,2925.55134207,4.27509
12,2015,,Common Carp,Mohave,2001,0,34.745,-114.488,,Cyprinidae,Freshwater,Cyprinus,Fishes,15030101,Havasu-Mohave Lakes,167631,Topock Marsh -- Catfish Paradise,0,,Literature,"[{u'refType': u'Other', u'publisher': u'DeLorme, Yarmouth, Maine.', u'publisherLocation': u'', u'title': u'Arizona Atlas and Gazetteer.', u'author': u'DeLorme.', u'key': 21031, u'year': 2001}]",Cyprinus carpio,carpio,4,Arizona,established,2001,167631,127,,13.1763501397,1150.08434358,1.960574
13,2016,,Common Carp,Mohave,2001,0,34.7953,-114.506,,Cyprinidae,Freshwater,Cyprinus,Fishes,15030101,Havasu-Mohave Lakes,167632,Topock Marsh -- Fivemile Landing,0,,Literature,"[{u'refType': u'Other', u'publisher': u'DeLorme, Yarmouth, Maine.', u'publisherLocation': u'', u'title': u'Arizona Atlas and Gazetteer.', u'author': u'DeLorme.', u'key': 21031, u'year': 2001}]",Cyprinus carpio,carpio,4,Arizona,established,2001,167632,128,,13.1446787376,600.300967308,0.749583
14,2046,,Common Carp,Mercer,2007-5-1,1,40.3431628,-74.63571,,Cyprinidae,Freshwater,Cyprinus,Fishes,2030105,Raritan,238966,Carnegie Lake,5,,Personal communication,[],Cyprinus carpio,carpio,4,New Jersey,established,2007,238966,5653,,16.4333389666,164.065598456,2.555268
15,2047,Koi,Common Carp,Bucks,2007-7-1,1,40.197233,-74.760504,,Cyprinidae,Freshwater,Cyprinus,Fishes,2040105,Middle Delaware-Musconetcong,238967,"Delaware River, below Morrisville",7,,Personal communication,[],Cyprinus carpio,carpio,4,Pennsylvania,unknown,2007,238967,5654,,16.6103775573,1734.43042399,3.080285
16,2048,,Common Carp,Bucks,2007-7-24,24,40.15841,-74.723682,,Cyprinidae,Freshwater,Cyprinus,Fishes,2040105,Middle Delaware-Musconetcong,238968,Delaware River at Duck Island public fishing area,7,,Personal communication,[],Cyprinus carpio,carpio,4,Pennsylvania,established,2007,238968,5655,,16.5615604523,3149.60111128,3.387223
17,2049,"Stocked into the Willamette River, OR, in 1880 and expanded range into the Columbia River by 1881.",Common Carp,,1881-7-24,24,47.384636,-120.262871,,Cyprinidae,Freshwater,Cyprinus,Fishes,17000000,Pacific Northwest,239123,Columbia River,7,,Literature,"[{u'refType': u'Book', u'publisher': u'American Fisheries Society, Bethesda, MD in association with University of Washington Press, Seattle.', u'publisherLocation': u'', u'title': u'Inland Fishes of Washington. Second Edition.', u'author': u'Wydoski, R.S., and R.R. Whitney.', u'key': 13708, u'year': 2003}]",Cyprinus carpio,carpio,4,Washington,established,1881,239123,5695,,15.1409120406,197.32527715,3.47079
18,2073,Present since 1921,Common Carp,Dickinson,1995-1-29,29,43.4771835,-95.09805,,Cyprinidae,Freshwater,Cyprinus,Fishes,10230003,Little Sioux,242819,Spirit Lake,1,,Literature,"[{u'refType': u'Journal Article', u'publisher': u'', u'publisherLocation': u'', u'title': u'Short-term Variability and Long-term Change in the Composition of the Littoral Zone Fish Community in Spirit Lake, Iowa.', u'author': u'Pierce, C.L. , M.D. Sexton, and M.E. Pelham', u'key': 16596, u'year': 2001}]",Cyprinus carpio,carpio,4,Iowa,established,1995,242819,6349,,16.0175892503,499.389390318,1.042414
19,2089,,Common Carp,Moffat,1987-9-10,10,40.519541,-108.956738,,Cyprinidae,Freshwater,Cyprinus,Fishes,14050002,Lower Yampa,261093,Yampa River at Yampa Canyon,9,,Literature,"[{u'refType': u'Journal Article', u'publisher': u'', u'publisherLocation': u'', u'title': u'Humpback chub (Gila cypha) in the Yampa and Green rivers, Dinosaur National Monument, with observations on roundtail chub (G. robusta) and other sympatric fishes.', u'author': u'Karp, K.A., and H.M. Tyus', u'key': 18552, u'year': 1990}]",Cyprinus carpio,carpio,4,Colorado,established,1987,261093,7899,,15.8250972793,670.162614425,1.550788
20,2103,,Common Carp,Oliver,1998-7-20,20,47.0987,-101.38333,,Cyprinidae,Freshwater,Cyprinus,Fishes,10130101,Painted Woods-Square Butte,261874,Square Butte Creek,7,,Literature,"[{u'refType': u'Database', u'publisher': u'', u'publisherLocation': u'', u'title': u'STORET database.', u'author': u'United States Environmental Protection Agency.', u'key': 18728, u'year': 2009}]",Cyprinus carpio,carpio,4,North Dakota,established,1998,261874,7963,,16.0062849645,924.889101589,1.978484
21,2104,,Common Carp,McLean,2000-7-20,20,47.26643,-100.98815,,Cyprinidae,Freshwater,Cyprinus,Fishes,10130101,Painted Woods-Square Butte,261875,Turtle Creek,7,,Literature,"[{u'refType': u'Database', u'publisher': u'', u'publisherLocation': u'', u'title': u'STORET database.', u'author': u'United States Environmental Protection Agency.', u'key': 18728, u'year': 2009}]",Cyprinus carpio,carpio,4,North Dakota,established,2000,261875,7964,,16.0029907466,665.894136471,2.075133
22,2105,,Common Carp,McLean,2000-8-29,29,47.27347,-100.79151,,Cyprinidae,Freshwater,Cyprinus,Fishes,10130101,Painted Woods-Square Butte,261876,Painted Woods Creek,8,,Literature,"[{u'refType': u'Database', u'publisher': u'', u'publisherLocation': u'', u'title': u'STORET database.', u'author': u'United States Environmental Protection Agency.', u'key': 18728, u'year': 2009}]",Cyprinus carpio,carpio,4,North Dakota,established,2000,261876,7965,,16.1022169442,2035.87904667,0.758756
23,2106,,Common Carp,Oliver,2003-6-13,13,47.06,-101.11,,Cyprinidae,Freshwater,Cyprinus,Fishes,10130101,Painted Woods-Square Butte,261877,"Square Butte Creek, near Center",6,,Literature,"[{u'refType': u'Database', u'publisher': u'', u'publisherLocation': u'', u'title': u'STORET database.', u'author': u'United States Environmental Protection Agency.', u'key': 18728, u'year': 2009}]",Cyprinus carpio,carpio,4,North Dakota,established,2003,261877,7966,,16.0552485176,1120.93078587,2.546401
24,2197,,Common Carp,Blaine,2005-8-3,3,47.782487,-108.93988,,Cyprinidae,Freshwater,Cyprinus,Fishes,10040104,Fort Peck Reservoir,264196,Bull Creek,8,,Literature,"[{u'refType': u'Database', u'publisher': u'mtgov.', u'publisherLocation': u'', u'title': u'Common Carp - Cyprinus carpio. Montana Field Guide.', u'author': u'Montana Natural Heritage Program and Montana Fish, Wildlife and Parks.', u'key': 18897, u'year': 2009}, {u'refType': u'Database', u'publisher': u'mtgov.', u'publisherLocation': u'', u'title': u'Natural Heritage Tracker - Common Carp (Cyprinus carpio).', u'author': u'Montana Natural Heritage Program.', u'key': 18898, u'year': 2009}]",Cyprinus carpio,carpio,4,Montana,established,2005,264196,8167,,16.6595131578,124.52124733,1.637094
25,2200,Collected through 15 October 2000.,Common Carp,Blaine,1998-10-23,23,48.543887,-108.87571,,Cyprinidae,Freshwater,Cyprinus,Fishes,10050012,Lower Milk,264199,Milk River,10,,Literature,"[{u'refType': u'Database', u'publisher': u'mtgov.', u'publisherLocation': u'', u'title': u'Common Carp - Cyprinus carpio. Montana Field Guide.', u'author': u'Montana Natural Heritage Program and Montana Fish, Wildlife and Parks.', u'key': 18897, u'year': 2009}, {u'refType': u'Database', u'publisher': u'mtgov.', u'publisherLocation': u'', u'title': u'Natural Heritage Tracker - Common Carp (Cyprinus carpio).', u'author': u'Montana Natural Heritage Program.', u'key': 18898, u'year': 2009}]",Cyprinus carpio,carpio,4,Montana,established,1998,264199,8168,,15.7979362841,111.82498713,1.123798
26,2203,County listed as Blaine in the MT database.,Common Carp,Fergus,2005-8-3,3,47.749985,-109.08766,,Cyprinidae,Freshwater,Cyprinus,Fishes,10040104,Fort Peck Reservoir,264202,Woodhawk Creek,8,,Literature,"[{u'refType': u'Database', u'publisher': u'mtgov.', u'publisherLocation': u'', u'title': u'Common Carp - Cyprinus carpio. Montana Field Guide.', u'author': u'Montana Natural Heritage Program and Montana Fish, Wildlife and Parks.', u'key': 18897, u'year': 2009}, {u'refType': u'Database', u'publisher': u'mtgov.', u'publisherLocation': u'', u'title': u'Natural Heritage Tracker - Common Carp (Cyprinus carpio).', u'author': u'Montana Natural Heritage Program.', u'key': 18898, u'year': 2009}]",Cyprinus carpio,carpio,4,Montana,established,2005,264202,8169,,16.1907107514,13650.8662804,0.953292
27,2204,,Common Carp,Broadwater,1999-5-21,21,46.469079,-111.54281,,Cyprinidae,Freshwater,Cyprinus,Fishes,10030101,Upper Missouri,264203,Canyon Ferry Lake on the Missouri River,5,,Literature,"[{u'refType': u'Database', u'publisher': u'mtgov.', u'publisherLocation': u'', u'title': u'Common Carp - Cyprinus carpio. Montana Field Guide.', u'author': u'Montana Natural Heritage Program and Montana Fish, Wildlife and Parks.', u'key': 18897, u'year': 2009}, {u'refType': u'Database', u'publisher': u'mtgov.', u'publisherLocation': u'', u'title': u'Natural Heritage Tracker - Common Carp (Cyprinus carpio).', u'author': u'Montana Natural Heritage Program.', u'key': 18898, u'year': 2009}]",Cyprinus carpio,carpio,4,Montana,established,1999,264203,8170,,16.160380325,15320.3298515,0.131718
28,2205,,Common Carp,Broadwater,1998-11-4,4,46.469079,-111.54281,,Cyprinidae,Freshwater,Cyprinus,Fishes,10030101,Upper Missouri,264204,Canyon Ferry Lake on the Missouri River,11,,Literature,"[{u'refType': u'Database', u'publisher': u'mtgov.', u'publisherLocation': u'', u'title': u'Common Carp - Cyprinus carpio. Montana Field Guide.', u'author': u'Montana Natural Heritage Program and Montana Fish, Wildlife and Parks.', u'key': 18897, u'year': 2009}, {u'refType': u'Database', u'publisher': u'mtgov.', u'publisherLocation': u'', u'title': u'Natural Heritage Tracker - Common Carp (Cyprinus carpio).', u'author': u'Montana Natural Heritage Program.', u'key': 18898, u'year': 2009}]",Cyprinus carpio,carpio,4,Montana,established,1998,264204,8171,,16.1328400389,10182.6950546,1.974311
29,2206,,Common Carp,Carbon,2001-9-18,18,45.282225,-108.90279,,Cyprinidae,Freshwater,Cyprinus,Fishes,10070006,Clarks Fork Yellowstone,264205,Clarks Fork Yellowstone,9,,Literature,"[{u'refType': u'Database', u'publisher': u'mtgov.', u'publisherLocation': u'', u'title': u'Common Carp - Cyprinus carpio. Montana Field Guide.', u'author': u'Montana Natural Heritage Program and Montana Fish, Wildlife and Parks.', u'key': 18897, u'year': 2009}, {u'refType': u'Database', u'publisher': u'mtgov.', u'publisherLocation': u'', u'title': u'Natural Heritage Tracker - Common Carp (Cyprinus carpio).', u'author': u'Montana Natural Heritage Program.', u'key': 18898, u'year': 2009}]",Cyprinus carpio,carpio,4,Montana,established,2001,264205,8172,,15.6556583403,126.232554046,2.830037
30,2207,Collected through 8 August 2000.,Common Carp,Carter,2000-8-8,8,45.750276,-104.32688,,Cyprinidae,Freshwater,Cyprinus,Fishes,10110201,Upper Little Missouri,264206,Boxelder Creek,8,,Literature,"[{u'refType': u'Database', u'publisher': u'mtgov.', u'publisherLocation': u'', u'title': u'Common Carp - Cyprinus carpio. Montana Field Guide.', u'author': u'Montana Natural Heritage Program and Montana Fish, Wildlife and Parks.', u'key': 18897, u'year': 2009}, {u'refType': u'Database', u'publisher': u'mtgov.', u'publisherLocation': u'', u'title': u'Natural Heritage Tracker - Common Carp (Cyprinus carpio).', u'author': u'Montana Natural Heritage Program.', u'key': 18898, u'year': 2009}]",Cyprinus carpio,carpio,4,Montana,established,2000,264206,8173,,15.6956979227,152.08459598,0.069455
31,2285,,Common Carp,McCone,1999-7-16,16,47.609449,-106.12557,,Cyprinidae,Freshwater,Cyprinus,Fishes,10040104,Fort Peck Reservoir,264287,McGuire Creek,7,,Literature,"[{u'refType': u'Database', u'publisher': u'mtgov.', u'publisherLocation': u'', u'title': u'Common Carp - Cyprinus carpio. Montana Field Guide.', u'author': u'Montana Natural Heritage Program and Montana Fish, Wildlife and Parks.', u'key': 18897, u'year': 2009}, {u'refType': u'Database', u'publisher': u'mtgov.', u'publisherLocation': u'', u'title': u'Natural Heritage Tracker - Common Carp (Cyprinus carpio).', u'author': u'Montana Natural Heritage Program.', u'key': 18898, u'year': 2009}]",Cyprinus carpio,carpio,4,Montana,established,1999,264287,8174,,16.3766500148,202.435964398,2.18985
32,2286,,Common Carp,McCone,2004-7-14,14,48.075018,-105.6275,,Cyprinidae,Freshwater,Cyprinus,Fishes,10060001,Prairie Elk-Wolf,264288,Missouri River,7,,Literature,"[{u'refType': u'Database', u'publisher': u'mtgov.', u'publisherLocation': u'', u'title': u'Common Carp - Cyprinus carpio. Montana Field Guide.', u'author': u'Montana Natural Heritage Program and Montana Fish, Wildlife and Parks.', u'key': 18897, u'year': 2009}, {u'refType': u'Database', u'publisher': u'mtgov.', u'publisherLocation': u'', u'title': u'Natural Heritage Tracker - Common Carp (Cyprinus carpio).', u'author': u'Montana Natural Heritage Program.', u'key': 18898, u'year': 2009}]",Cyprinus carpio,carpio,4,Montana,established,2004,264288,8175,,16.2269615978,15600.9179987,0.205701
33,2287,,Common Carp,McCone,2003-8-28,28,47.979461,-105.87556,,Cyprinidae,Freshwater,Cyprinus,Fishes,10060001,Prairie Elk-Wolf,264289,Prairie Elk Creek,8,,Literature,"[{u'refType': u'Database', u'publisher': u'mtgov.', u'publisherLocation': u'', u'title': u'Common Carp - Cyprinus carpio. Montana Field Guide.', u'author': u'Montana Natural Heritage Program and Montana Fish, Wildlife and Parks.', u'key': 18897, u'year': 2009}, {u'refType': u'Database', u'publisher': u'mtgov.', u'publisherLocation': u'', u'title': u'Natural Heritage Tracker - Common Carp (Cyprinus carpio).', u'author': u'Montana Natural Heritage Program.', u'key': 18898, u'year': 2009}]",Cyprinus carpio,carpio,4,Montana,established,2003,264289,8176,,15.9539039077,6677.25068021,1.029789
34,2358,Collected through 11 September 2003.,Common Carp,Rosebud,1997-8-15,15,46.278331,-106.4378,,Cyprinidae,Freshwater,Cyprinus,Fishes,10100001,Lower Yellowstone-Sunday,264415,Yellowstone River,8,,Literature,"[{u'refType': u'Database', u'publisher': u'mtgov.', u'publisherLocation': u'', u'title': u'Common Carp - Cyprinus carpio. Montana Field Guide.', u'author': u'Montana Natural Heritage Program and Montana Fish, Wildlife and Parks.', u'key': 18897, u'year': 2009}, {u'refType': u'Database', u'publisher': u'mtgov.', u'publisherLocation': u'', u'title': u'Natural Heritage Tracker - Common Carp (Cyprinus carpio).', u'author': u'Montana Natural Heritage Program.', u'key': 18898, u'year': 2009}]",Cyprinus carpio,carpio,4,Montana,established,1997,264415,8189,,16.2230192478,13753.8749998,0.584076
35,2359,Collected through 18 October 2005.,Common Carp,Rosebud,2002-7-15,15,46.278331,-106.4378,,Cyprinidae,Freshwater,Cyprinus,Fishes,10100001,Lower Yellowstone-Sunday,264416,Yellowstone River,7,,Literature,"[{u'refType': u'Database', u'publisher': u'mtgov.', u'publisherLocation': u'', u'title': u'Common Carp - Cyprinus carpio. Montana Field Guide.', u'author': u'Montana Natural Heritage Program and Montana Fish, Wildlife and Parks.', u'key': 18897, u'year': 2009}, {u'refType': u'Database', u'publisher': u'mtgov.', u'publisherLocation': u'', u'title': u'Natural Heritage Tracker - Common Carp (Cyprinus carpio).', u'author': u'Montana Natural Heritage Program.', u'key': 18898, u'year': 2009}]",Cyprinus carpio,carpio,4,Montana,established,2002,264416,8190,,16.198668452,20509.3355456,1.673005
36,2360,,Common Carp,Sheridan,1998-10-2,2,48.967803,-105.02636,,Cyprinidae,Freshwater,Cyprinus,Fishes,10060006,Big Muddy,264417,Beaver Creek,10,,Literature,"[{u'refType': u'Database', u'publisher': u'mtgov.', u'publisherLocation': u'', u'title': u'Common Carp - Cyprinus carpio. Montana Field Guide.', u'author': u'Montana Natural Heritage Program and Montana Fish, Wildlife and Parks.', u'key': 18897, u'year': 2009}, {u'refType': u'Database', u'publisher': u'mtgov.', u'publisherLocation': u'', u'title': u'Natural Heritage Tracker - Common Carp (Cyprinus carpio).', u'author': u'Montana Natural Heritage Program.', u'key': 18898, u'year': 2009}]",Cyprinus carpio,carpio,4,Montana,established,1998,264417,8191,,16.1628121753,8647.81693063,2.373784
37,2361,,Common Carp,Sheridan,1998-10-2,2,48.500302,-104.55051,,Cyprinidae,Freshwater,Cyprinus,Fishes,10060006,Big Muddy,264418,Big Muddy Creek,10,,Literature,"[{u'refType': u'Database', u'publisher': u'mtgov.', u'publisherLocation': u'', u'title': u'Common Carp - Cyprinus carpio. Montana Field Guide.', u'author': u'Montana Natural Heritage Program and Montana Fish, Wildlife and Parks.', u'key': 18897, u'year': 2009}, {u'refType': u'Database', u'publisher': u'mtgov.', u'publisherLocation': u'', u'title': u'Natural Heritage Tracker - Common Carp (Cyprinus carpio).', u'author': u'Montana Natural Heritage Program.', u'key': 18898, u'year': 2009}]",Cyprinus carpio,carpio,4,Montana,established,1998,264418,8192,,15.8063960112,3182.73362653,1.788613
38,2395,,Common Carp,McCormick,2009-7-15,15,34.037407,-82.473384,,Cyprinidae,Freshwater,Cyprinus,Fishes,3060103,Upper Savannah,264854,"Little River, near Calhoun Mill",7,,Literature,"[{u'refType': u'Book', u'publisher': u'University of South Carolina Press', u'publisherLocation': u'Columbia, SC', u'title': u'Freshwater fishes of South Carolina', u'author': u'Rohde, F.C., R.G. Arndt, J.W. Foltz, and J.M. Quattro', u'key': 18855, u'year': 2009}]",Cyprinus carpio,carpio,4,South Carolina,established,2009,264854,8239,,17.384262901,5455.75600505,2.923694
39,2397,,Common Carp,Anderson,2009-7-15,15,34.571603,-82.682076,,Cyprinidae,Freshwater,Cyprinus,Fishes,3060101,Seneca,264859,"Hartwell Lake, north of Anderson",7,,Literature,"[{u'refType': u'Book', u'publisher': u'University of South Carolina Press', u'publisherLocation': u'Columbia, SC', u'title': u'Freshwater fishes of South Carolina', u'author': u'Rohde, F.C., R.G. Arndt, J.W. Foltz, and J.M. Quattro', u'key': 18855, u'year': 2009}]",Cyprinus carpio,carpio,4,South Carolina,established,2009,264859,8243,,16.8174724516,3576.64276205,1.024375
40,2398,,Common Carp,Anderson,2009-7-15,15,34.601616,-82.814265,,Cyprinidae,Freshwater,Cyprinus,Fishes,3060101,Seneca,264860,"Eighteenmile Creek, near New Light",7,,Literature,"[{u'refType': u'Book', u'publisher': u'University of South Carolina Press', u'publisherLocation': u'Columbia, SC', u'title': u'Freshwater fishes of South Carolina', u'author': u'Rohde, F.C., R.G. Arndt, J.W. Foltz, and J.M. Quattro', u'key': 18855, u'year': 2009}]",Cyprinus carpio,carpio,4,South Carolina,established,2009,264860,8244,,16.8070078485,2973.26983428,0.923898
41,2399,,Common Carp,Oconee,2009-7-15,15,34.76573,-82.935104,,Cyprinidae,Freshwater,Cyprinus,Fishes,3060101,Seneca,264861,"Lake Keowee, east of Walhalla",7,,Literature,"[{u'refType': u'Book', u'publisher': u'University of South Carolina Press', u'publisherLocation': u'Columbia, SC', u'title': u'Freshwater fishes of South Carolina', u'author': u'Rohde, F.C., R.G. Arndt, J.W. Foltz, and J.M. Quattro', u'key': 18855, u'year': 2009}]",Cyprinus carpio,carpio,4,South Carolina,established,2009,264861,8245,,16.7887314298,3471.74999681,3.030703
42,2400,,Common Carp,Pickens,2009,0,34.896069,-82.85614,,Cyprinidae,Freshwater,Cyprinus,Fishes,3060101,Seneca,264862,"Lake Keowee, southwest of Nine Times",0,,Literature,"[{u'refType': u'Book', u'publisher': u'University of South Carolina Press', u'publisherLocation': u'Columbia, SC', u'title': u'Freshwater fishes of South Carolina', u'author': u'Rohde, F.C., R.G. Arndt, J.W. Foltz, and J.M. Quattro', u'key': 18855, u'year': 2009}]",Cyprinus carpio,carpio,4,South Carolina,established,2009,264862,8246,,16.7809319052,5199.98981072,3.362161
43,2403,,Common Carp,Colleton,2009,0,32.743031,-80.553646,,Cyprinidae,Freshwater,Cyprinus,Fishes,3050207,Salkehatchie,264865,Ashepoo River,0,,Literature,"[{u'refType': u'Book', u'publisher': u'University of South Carolina Press', u'publisherLocation': u'Columbia, SC', u'title': u'Freshwater fishes of South Carolina', u'author': u'Rohde, F.C., R.G. Arndt, J.W. Foltz, and J.M. Quattro', u'key': 18855, u'year': 2009}]",Cyprinus carpio,carpio,4,South Carolina,established,2009,264865,8247,,16.3287332844,21200.9450207,3.612908
44,2404,,Common Carp,Colleton,2009,0,33.010857,-80.834645,,Cyprinidae,Freshwater,Cyprinus,Fishes,3050207,Salkehatchie,264866,"Buckhead Creek, south of Williams",0,,Literature,"[{u'refType': u'Book', u'publisher': u'University of South Carolina Press', u'publisherLocation': u'Columbia, SC', u'title': u'Freshwater fishes of South Carolina', u'author': u'Rohde, F.C., R.G. Arndt, J.W. Foltz, and J.M. Quattro', u'key': 18855, u'year': 2009}]",Cyprinus carpio,carpio,4,South Carolina,established,2009,264866,8248,,15.7261559818,377.961483025,3.495557
45,2451,,Common Carp,Chesterfield,2009,0,34.741895,-79.893093,,Cyprinidae,Freshwater,Cyprinus,Fishes,3040201,Lower Pee Dee,264927,"Great Pee Dee River, north of Cheraw",0,,Literature,"[{u'refType': u'Book', u'publisher': u'University of South Carolina Press', u'publisherLocation': u'Columbia, SC', u'title': u'Freshwater fishes of South Carolina', u'author': u'Rohde, F.C., R.G. Arndt, J.W. Foltz, and J.M. Quattro', u'key': 18855, u'year': 2009}]",Cyprinus carpio,carpio,4,South Carolina,established,2009,264927,8249,,16.9951267419,150.875537169,1.798623
46,2452,,Common Carp,Chesterfield,2009,0,34.727763,-80.286721,,Cyprinidae,Freshwater,Cyprinus,Fishes,3040201,Lower Pee Dee,264928,"Little Black Creek, west of Evans Mill",0,,Literature,"[{u'refType': u'Book', u'publisher': u'University of South Carolina Press', u'publisherLocation': u'Columbia, SC', u'title': u'Freshwater fishes of South Carolina', u'author': u'Rohde, F.C., R.G. Arndt, J.W. Foltz, and J.M. Quattro', u'key': 18855, u'year': 2009}]",Cyprinus carpio,carpio,4,South Carolina,established,2009,264928,8250,,16.994531333,207.249999989,1.571398
